Family,Species,Individual,Timing,N family level,P family level,Na family level,Principal host family,Sex,Wing length,Number of mature eggs,Genitalia area
Pieridae,Phoebis_sennae,685,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,3.321864,115,0.433304
Pieridae,Phoebis_sennae,687,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,3.395862,90,0.412545
Pieridae,Phoebis_sennae,683,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,3.236841,,1.406257
Pieridae,Phoebis_sennae,684,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.986385,,1.852137
Pieridae,Phoebis_sennae,686,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,3.672446,,1.508997
Nymphalidae,Phyciodes_cocyta,68,Ancient,2.16872,0.208676,0.03387,Asteraceae,F,1.89183,,
Nymphalidae,Phyciodes_cocyta,69,Ancient,2.16872,0.208676,0.03387,Asteraceae,F,1.851846,,
Nymphalidae,Phyciodes_cocyta,64,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.675284,,
Nymphalidae,Phyciodes_cocyta,65,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.790457,,
Nymphalidae,Phyciodes_cocyta,66,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.584946,,
Nymphalidae,Phyciodes_cocyta,67,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.652129,,
Nymphalidae,Phyciodes_cocyta,126,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.651951,,
Nymphalidae,Phyciodes_cocyta,127,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.69628,,
Nymphalidae,Phyciodes_cocyta,128,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.689284,,
Nymphalidae,Phyciodes_cocyta,129,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.698709,,
Nymphalidae,Phyciodes_cocyta,130,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.751824,,
Nymphalidae,Phyciodes_cocyta,273,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.705215,,0.950879
Nymphalidae,Phyciodes_cocyta,274,Ancient,2.16872,0.208676,0.03387,Asteraceae,M,1.589067,,1.249455
Nymphalidae,Phyciodes_phaon,653,Recent,1.27667,0.236667,0.052,Verbenaceae,F,1.482419,,
Nymphalidae,Phyciodes_phaon,654,Recent,1.27667,0.236667,0.052,Verbenaceae,F,1.559015,,
Nymphalidae,Phyciodes_phaon,650,Recent,1.27667,0.236667,0.052,Verbenaceae,M,1.418088,,
Nymphalidae,Phyciodes_phaon,651,Recent,1.27667,0.236667,0.052,Verbenaceae,M,1.397825,,
Nymphalidae,Phyciodes_phaon,652,Recent,1.27667,0.236667,0.052,Verbenaceae,M,1.510817,,
Pieridae,Pieris_napi,337,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.265092,,
Pieridae,Pieris_napi,364,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.390864,,
Pieridae,Pieris_napi,365,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.288743,,
Pieridae,Pieris_napi,366,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.480266,,
Pieridae,Pieris_napi,367,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.323683,,
Pieridae,Pieris_napi,368,Ancient,3.44833,0.393929,0.41491,Brassicaceae,F,2.266969,,
Pieridae,Pieris_napi,369,Ancient,3.44833,0.393929,0.41491,Brassicaceae,M,2.394779,,0.841331
Pieridae,Pieris_napi,370,Ancient,3.44833,0.393929,0.41491,Brassicaceae,M,2.375147,,0.958054
Pieridae,Pieris_napi,371,Ancient,3.44833,0.393929,0.41491,Brassicaceae,M,2.37737,,0.984606
Pieridae,Pieris_napi,372,Ancient,3.44833,0.393929,0.41491,Brassicaceae,M,2.287595,,
Pieridae,Pieris_napi,373,Ancient,3.44833,0.393929,0.41491,Brassicaceae,M,2.32111,,0.77225
Pieridae,Pieris_rapae,152,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.496831,,
Pieridae,Pieris_rapae,153,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.407403,,
Pieridae,Pieris_rapae,154,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.247746,,
Pieridae,Pieris_rapae,155,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.240356,,
Pieridae,Pieris_rapae,156,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.349785,,
Pieridae,Pieris_rapae,157,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.446835,,
Pieridae,Pieris_rapae,158,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.398829,,
Pieridae,Pieris_rapae,159,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.326454,,
Pieridae,Pieris_rapae,160,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.269537,,
Pieridae,Pieris_rapae,161,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,F,2.328197,,
Pieridae,Pieris_rapae,235,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.252063,,
Pieridae,Pieris_rapae,623,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.495849,,
Pieridae,Pieris_rapae,624,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.602345,,
Pieridae,Pieris_rapae,625,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.460475,,
Pieridae,Pieris_rapae,626,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.521283,,
Pieridae,Pieris_rapae,590,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.404235,,
Pieridae,Pieris_rapae,591,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.135849,,
Pieridae,Pieris_rapae,592,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.302915,,
Pieridae,Pieris_rapae,593,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.542881,,
Pieridae,Pieris_rapae,594,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.378333,,
Pieridae,Pieris_rapae,595,Ancient,3.447490435,0.380597913,0.406262174,Brassicaceae,M,2.350213,,
Lycaenidae,Plebejus_idas,711,Recent,1.20477,0.085145,0.02524,Ericaceae,F,1.4323,12,
Lycaenidae,Plebejus_idas,712,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.478307,,0.326312
Lycaenidae,Plebejus_idas,713,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.386946,,0.317182
Lycaenidae,Plebejus_idas,714,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.480972,,
Lycaenidae,Plebejus_idas,715,Recent,1.20477,0.085145,0.02524,Ericaceae,M,1.552864,,
Lycaenidae,Plebejus_melissa,477,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.334455,14,
Lycaenidae,Plebejus_melissa,479,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.332262,10,0.343922
Lycaenidae,Plebejus_melissa,480,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.359867,,0.331648
Lycaenidae,Plebejus_melissa,481,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.422732,18,0.324575
Lycaenidae,Plebejus_melissa,482,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.434697,16,0.535454
Lycaenidae,Plebejus_melissa,474,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.303629,,
Lycaenidae,Plebejus_melissa,475,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.29415,,
Lycaenidae,Plebejus_melissa,476,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.355545,,
Lycaenidae,Plebejus_melissa,478,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.267526,,
Lycaenidae,Plebejus_melissa,483,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.230806,,
Nymphalidae,Polygonia_comma,27,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.34014,,1.854205
Nymphalidae,Polygonia_comma,109,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.400718,,
Nymphalidae,Polygonia_comma,110,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.412743,,
Nymphalidae,Polygonia_comma,111,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.477865,,
Nymphalidae,Polygonia_comma,112,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.668409,,
Nymphalidae,Polygonia_comma,113,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.590766,,
Nymphalidae,Polygonia_comma,377,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.67067,,
Nymphalidae,Polygonia_comma,378,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.646581,,
Nymphalidae,Polygonia_comma,379,Ancient,3.121192,0.2597968,0.318936,Urticaceae,M,2.647423,,
Nymphalidae,Polygonia_gracilis,285,Recent,1.468736667,0.144723333,0.017766667,Grossulariaceae,F,2.510362,11,
Nymphalidae,Polygonia_gracilis,286,Recent,1.468736667,0.144723333,0.017766667,Grossulariaceae,M,2.47784,,
Nymphalidae,Polygonia_gracilis,287,Recent,1.468736667,0.144723333,0.017766667,Grossulariaceae,M,2.340762,,
Nymphalidae,Polygonia_gracilis,288,Recent,1.468736667,0.144723333,0.017766667,Grossulariaceae,M,2.601591,,
Nymphalidae,Polygonia_gracilis,289,Recent,1.468736667,0.144723333,0.017766667,Grossulariaceae,M,2.531233,,
Nymphalidae,Polygonia_progne,251,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,F,2.324431,6,0.571152
Nymphalidae,Polygonia_progne,82,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,M,2.416574,,1.365975
Nymphalidae,Polygonia_progne,107,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,M,2.408495,,1.438851
Nymphalidae,Polygonia_progne,108,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,M,2.369325,,1.903056
Nymphalidae,Polygonia_progne,376,Recent,1.60072,0.1745125,0.01403,Grossulariaceae,M,2.356629,,1.368073
Hesperiidae,Pyrgus_communis,303,Ancient,2.64054,0.199161,0.23809,Malvaceae,F,1.497394,36,0.423543
Hesperiidae,Pyrgus_communis,304,Ancient,2.64054,0.199161,0.23809,Malvaceae,F,1.36286,11,0.339377
Hesperiidae,Pyrgus_communis,609,Ancient,2.64054,0.199161,0.23809,Malvaceae,F,1.407807,3,0.292365
Hesperiidae,Pyrgus_communis,611,Ancient,2.64054,0.199161,0.23809,Malvaceae,F,1.49737,36,0.300345
Hesperiidae,Pyrgus_communis,301,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.337333,,0.40159
Hesperiidae,Pyrgus_communis,302,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.389261,,0.434561
Hesperiidae,Pyrgus_communis,305,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.34658,,0.706572
Hesperiidae,Pyrgus_communis,597,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.35779,,0.720079
Hesperiidae,Pyrgus_communis,598,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.311741,,0.492287
Hesperiidae,Pyrgus_communis,599,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.325822,,0.387817
Hesperiidae,Pyrgus_communis,600,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.371108,,0.57697
Hesperiidae,Pyrgus_communis,607,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.390441,,0.973473
Hesperiidae,Pyrgus_communis,608,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.395813,,
Hesperiidae,Pyrgus_communis,610,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.393162,,0.547729
Hesperiidae,Pyrgus_communis,612,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.401388,,0.24779
Hesperiidae,Pyrgus_communis,613,Ancient,2.64054,0.199161,0.23809,Malvaceae,M,1.432705,,0.541775
Lycaenidae,Satyrium_acadica,419,Recent,2.20814,0.171816,0.02502,Salicaceae,F,1.753058,35,0.426567
Lycaenidae,Satyrium_acadica,411,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.677409,,2.48768
Lycaenidae,Satyrium_acadica,412,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.505826,,1.042808
Lycaenidae,Satyrium_acadica,413,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.509751,,1.354626
Lycaenidae,Satyrium_acadica,414,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.478515,,1.236793
Lycaenidae,Satyrium_acadica,415,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.480006,,0.774195
Lycaenidae,Satyrium_acadica,416,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.592237,,1.662603
Lycaenidae,Satyrium_acadica,417,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.564153,,
Lycaenidae,Satyrium_acadica,418,Recent,2.20814,0.171816,0.02502,Salicaceae,M,1.484226,,1.007917
Lycaenidae,Satyrium_edwardsii,15,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.506382,,
Lycaenidae,Satyrium_edwardsii,9,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.517922,,
Lycaenidae,Satyrium_edwardsii,10,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.511866,11,
Lycaenidae,Satyrium_edwardsii,11,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.71083,24,
Lycaenidae,Satyrium_edwardsii,12,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.602314,20,
Lycaenidae,Satyrium_edwardsii,14,Recent,1.66129,0.115029,0.02668,Fagaceae,F,1.530148,,
Lycaenidae,Satyrium_edwardsii,8,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.431055,,
Lycaenidae,Satyrium_edwardsii,13,Recent,1.66129,0.115029,0.02668,Fagaceae,M,1.405563,,
Lycaenidae,Satyrium_saepium,533,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.515962,,
Lycaenidae,Satyrium_saepium,534,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.445846,,
Lycaenidae,Satyrium_saepium,535,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.395681,,
Lycaenidae,Satyrium_saepium,536,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.453878,,
Lycaenidae,Satyrium_saepium,537,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.604525,,
Lycaenidae,Satyrium_saepium,573,Recent,2.13208,0.130332,0.18007,Rhamnaceae,F,1.45487,24,
Lycaenidae,Satyrium_saepium,538,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.50825,,
Lycaenidae,Satyrium_saepium,539,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.515953,,
Lycaenidae,Satyrium_saepium,540,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.447809,,
Lycaenidae,Satyrium_saepium,541,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.475826,,
Lycaenidae,Satyrium_saepium,542,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.442652,,
Lycaenidae,Satyrium_saepium,543,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.484258,,
Lycaenidae,Satyrium_saepium,544,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.579264,,
Lycaenidae,Satyrium_saepium,545,Recent,2.13208,0.130332,0.18007,Rhamnaceae,M,1.50204,,
Lycaenidae,Satyrium_titus,421,Ancient,2.12128,0.202715,0.04175,Rosaceae,F,1.575616,11,0.644474
Lycaenidae,Satyrium_titus,424,Ancient,2.12128,0.202715,0.04175,Rosaceae,F,1.533298,11,0.607589
Lycaenidae,Satyrium_titus,425,Ancient,2.12128,0.202715,0.04175,Rosaceae,F,1.703676,7,0.551838
Lycaenidae,Satyrium_titus,428,Ancient,2.12128,0.202715,0.04175,Rosaceae,F,1.489947,,
Lycaenidae,Satyrium_titus,429,Ancient,2.12128,0.202715,0.04175,Rosaceae,F,1.467385,,
Lycaenidae,Satyrium_titus,420,Ancient,2.12128,0.202715,0.04175,Rosaceae,M,1.52705,,
Lycaenidae,Satyrium_titus,422,Ancient,2.12128,0.202715,0.04175,Rosaceae,M,1.520146,,0.840055
Lycaenidae,Satyrium_titus,423,Ancient,2.12128,0.202715,0.04175,Rosaceae,M,1.458245,,1.829332
Lycaenidae,Satyrium_titus,426,Ancient,2.12128,0.202715,0.04175,Rosaceae,M,1.339416,,
Lycaenidae,Satyrium_titus,427,Ancient,2.12128,0.202715,0.04175,Rosaceae,M,1.421659,,1.075416
Nymphalidae,Satyrodes_eurydice,343,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.305196,,
Nymphalidae,Satyrodes_eurydice,325,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.342646,,
Nymphalidae,Satyrodes_eurydice,326,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.260995,20,0.170767
Nymphalidae,Satyrodes_eurydice,330,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.370157,20,
Nymphalidae,Satyrodes_eurydice,331,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.292661,24,0.695105
Nymphalidae,Satyrodes_eurydice,332,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.330077,,
Nymphalidae,Satyrodes_eurydice,335,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,2.36592,14,0.738719
Nymphalidae,Satyrodes_eurydice,336,Ancient,1.76136,0.162999,0.00496,Cyperaceae,F,,16,
Nymphalidae,Satyrodes_eurydice,327,Ancient,1.76136,0.162999,0.00496,Cyperaceae,M,2.253862,,
Nymphalidae,Satyrodes_eurydice,328,Ancient,1.76136,0.162999,0.00496,Cyperaceae,M,2.258541,,0.2163306
Nymphalidae,Satyrodes_eurydice,329,Ancient,1.76136,0.162999,0.00496,Cyperaceae,M,2.277004,,
Nymphalidae,Satyrodes_eurydice,333,Ancient,1.76136,0.162999,0.00496,Cyperaceae,M,2.177475,,0.5638851
Nymphalidae,Satyrodes_eurydice,334,Ancient,1.76136,0.162999,0.00496,Cyperaceae,M,2.190452,,0.642811
Nymphalidae,Speyeria_cybele,559,Ancient,2.69353,0.254557,0.0245,Violaceae,F,3.490398,50,0.099247
Nymphalidae,Speyeria_cybele,620,Ancient,2.69353,0.254557,0.0245,Violaceae,F,4.350556,56,0.522572
Nymphalidae,Speyeria_cybele,621,Ancient,2.69353,0.254557,0.0245,Violaceae,F,4.522634,70,0.656249
Nymphalidae,Speyeria_cybele,622,Ancient,2.69353,0.254557,0.0245,Violaceae,F,4.234212,91,0.611601
Nymphalidae,Speyeria_cybele,560,Ancient,2.69353,0.254557,0.0245,Violaceae,M,3.538513,,
Nymphalidae,Speyeria_cybele,561,Ancient,2.69353,0.254557,0.0245,Violaceae,M,3.544845,,
Nymphalidae,Speyeria_cybele,562,Ancient,2.69353,0.254557,0.0245,Violaceae,M,3.646948,,1.896232
Nymphalidae,Speyeria_egleius,564,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.683325,62,0.592286
Nymphalidae,Speyeria_egleius,566,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.495784,42,0.633251
Nymphalidae,Speyeria_egleius,568,Ancient,2.69353,0.254557,0.0245,Violaceae,F,2.621132,45,0.539439
Nymphalidae,Speyeria_egleius,563,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.462625,,
Nymphalidae,Speyeria_egleius,565,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.391196,,1.14278
Nymphalidae,Speyeria_egleius,567,Ancient,2.69353,0.254557,0.0245,Violaceae,M,2.389346,,
Hesperiidae,Thorybes_pylades,307,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.149532,15,1.147043
Hesperiidae,Thorybes_pylades,310,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.065614,17,1.113124
Hesperiidae,Thorybes_pylades,311,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.077241,8,1.080217
Hesperiidae,Thorybes_pylades,313,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.054929,21,1.045299
Hesperiidae,Thorybes_pylades,314,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.950338,10,1.138056
Hesperiidae,Thorybes_pylades,315,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.990152,11,1.099646
Hesperiidae,Thorybes_pylades,316,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.961244,14,
Hesperiidae,Thorybes_pylades,317,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.093096,13,1.323604
Hesperiidae,Thorybes_pylades,319,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.038911,12,0.959629
Hesperiidae,Thorybes_pylades,320,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.142908,11,1.082007
Hesperiidae,Thorybes_pylades,321,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.190544,6,1.031507
Hesperiidae,Thorybes_pylades,322,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,2.187096,7,1.175541
Hesperiidae,Thorybes_pylades,1006,Ancient,2.83388,0.148494,0.02783,Fabaceae,F,1.760573,25,0.788945
Hesperiidae,Thorybes_pylades,276,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.727068,,
Hesperiidae,Thorybes_pylades,312,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.940931,,
Hesperiidae,Thorybes_pylades,318,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.990984,,
Hesperiidae,Thorybes_pylades,323,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,2.010184,,
Hesperiidae,Thorybes_pylades,324,Ancient,2.83388,0.148494,0.02783,Fabaceae,M,1.924083,,1.200839
Nymphalidae,Vanessa_atalanta,105,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,3.118771,,
Nymphalidae,Vanessa_atalanta,132,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,2.924021,42,
Nymphalidae,Vanessa_atalanta,134,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,3.247409,,0.412925
Nymphalidae,Vanessa_atalanta,275,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,2.624041,,0.338258
Nymphalidae,Vanessa_atalanta,397,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,2.991858,70,0.444627
Nymphalidae,Vanessa_atalanta,399,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,2.711613,40,0.362061
Nymphalidae,Vanessa_atalanta,400,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,F,3.226239,72,0.490069
Nymphalidae,Vanessa_atalanta,84,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,3.226791,,
Nymphalidae,Vanessa_atalanta,103,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,2.972159,,2.10993
Nymphalidae,Vanessa_atalanta,104,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,2.642643,,
Nymphalidae,Vanessa_atalanta,106,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,2.892452,,0.730684
Nymphalidae,Vanessa_atalanta,341,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,2.843092,,
Nymphalidae,Vanessa_atalanta,396,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,2.849635,,
Nymphalidae,Vanessa_atalanta,398,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,3.08441,,1.178981
Nymphalidae,Vanessa_atalanta,581,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,3.001079,,
Nymphalidae,Vanessa_atalanta,582,Ancient,3.334498571,0.302362,0.442431429,Urticaceae,M,3.021759,,
Nymphalidae,Vanessa_virginiensis,204,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,,27,0.201861
Nymphalidae,Vanessa_virginiensis,205,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.196077,31,0.293606
Nymphalidae,Vanessa_virginiensis,206,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.797912,42,0.237092
Nymphalidae,Vanessa_virginiensis,233,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.740446,47,0.226585
Nymphalidae,Vanessa_virginiensis,234,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.61501,5,
Nymphalidae,Vanessa_virginiensis,252,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.687012,42,0.316463
Nymphalidae,Vanessa_virginiensis,253,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.527648,32,0.268185
Nymphalidae,Vanessa_virginiensis,725,Recent,2.279844,0.21641015,0.092982941,Asteraceae,F,2.954939,24,
Nymphalidae,Vanessa_virginiensis,254,Recent,2.279844,0.21641015,0.092982941,Asteraceae,M,2.429753,,
Nymphalidae,Vanessa_virginiensis,681,Recent,2.279844,0.21641015,0.092982941,Asteraceae,M,2.43501,,
Nymphalidae,Vanessa_virginiensis,1014,Recent,2.279844,0.21641015,0.092982941,Asteraceae,M,2.308445,,0.680774
